|pm_ra   |pm_dec  |hip_number|vmag |ra_deg      |dec_deg     |bv_color|
|  -36.62|  -31.02|     98055| 4.91|298.90759282|+52.43902327|   0.124|
|    1.47|  -34.13|     96316| 6.39|293.75513896|+52.50210140|   1.122|
|    1.44|  -61.03|      4998| 5.99|016.00995036|+52.50230919|   1.447|
|  -58.63|  -51.87|     53157| 6.44|163.13380917|+52.50373112|   1.114|
|   -5.13|    6.61|    112300| 6.43|341.20468265|+52.51719217|   1.541|
|    0.62|   -1.65|    106267| 6.17|322.86443046|+52.61985967|   0.900|
|    4.06|  -73.13|     29404| 6.28|092.94129224|+52.64736426|   0.141|
|  -26.12|   31.62|    113501| 6.31|344.79319251|+52.65445283|   1.414|
|   75.18|  -21.03|      4212| 6.27|013.44802920|+52.68934453|   0.191|
|  -29.26|  -31.38|     42452| 5.91|129.82354649|+52.71169928|   1.167|
| -101.74|  -22.29|     65678| 6.34|201.99886524|+52.74564261|   0.259|
|  -34.28|  -52.38|     34217| 6.17|106.41594546|+52.75868505|   0.102|
|   -1.99|   -4.53|     13531| 3.93|043.56442700|+52.76248991|   0.758|
|  -90.90|  -50.59|     85268| 6.46|261.35059537|+52.79080663|   0.619|
|    2.32|   12.88|    114162| 6.12|346.79188553|+52.81656940|   1.060|
|  -55.33|  -13.14|      2497| 5.59|007.92171234|+52.83955844|   1.163|
|  -14.03|  -12.40|     22720| 6.40|073.29081329|+52.84118516|   0.068|
|   -2.59|   18.06|     22936| 5.75|074.02948687|+52.86971717|   0.105|
|    9.99|    2.67|    108758| 5.79|330.46074194|+52.88224628|  -0.106|
|   15.62|    5.02|    105891| 6.01|321.68731183|+52.89852489|  -0.109|
|  -12.94|   28.67|     81290| 5.53|249.04763676|+52.89997858|  -0.060|
|    1.80|  -36.56|     78542| 5.93|240.52315266|+52.91600607|   1.498|
| -136.05|   56.38|     66634| 5.46|204.87741499|+52.92107136|   0.113|
|  -12.28|   27.38|     81292| 5.07|249.05721668|+52.92435554|  -0.027|
|  -28.67|  -28.44|     42415| 6.34|129.74965355|+52.92514812|   1.319|
|   21.00|   16.65|    106171| 6.02|322.58462074|+52.95795802|   0.080|
|  -65.14|  245.24|     92549| 5.51|282.89583932|+52.97452091|   0.843|
|   10.13|   -3.99|     92133| 5.91|281.67949234|+52.98797002|  -0.096|
|  -10.28|  -67.99|     97635| 5.03|297.65722388|+52.98816657|   1.286|
|  -81.51| -104.52|    102499| 6.34|311.58868245|+52.99555137|   1.131|
|    0.22|  -15.25|     13424| 6.35|043.21677622|+52.99738986|   0.093|
|   25.80|    0.30|      1982| 5.72|006.27660700|+53.04678501|  -0.056|
|    1.19|   -1.35|     10361| 6.50|033.38962584|+53.05859199|   1.661|
|   19.46|  182.10|     61053| 6.20|187.70882191|+53.07616553|   0.568|
|   -7.38|  -15.95|     21727| 5.07|069.97786313|+53.07957406|   1.079|
|    9.87|  -74.13|     41894| 6.23|128.13932858|+53.11502806|   1.008|
|  -13.21|  -11.22|     23216| 6.09|074.94308870|+53.15547819|   1.462|
|  212.85|  255.21|     99026| 5.81|301.55682854|+53.16506746|   0.445|
|   38.50|  -45.45|     59920| 5.80|184.37317610|+53.19144123|   1.330|
|   -1.91|    0.31|     24451| 6.16|078.68447254|+53.21394817|   0.084|
|  111.70| -236.29|    114924| 5.58|349.17580980|+53.21404995|   0.556|
|  -27.58|  -98.39|     41152| 5.52|125.95220483|+53.21995142|   0.125|
|   42.14|   32.09|    103956| 5.93|315.94827016|+53.28582252|   1.001|
|   -3.05|   -3.80|    109205| 6.17|331.85662016|+53.30744684|   0.389|
|   34.68| -200.98|     32261| 6.28|101.04781966|+53.29642733|   1.089|
|   23.59|  -10.67|     90146| 6.35|275.94981191|+53.30086319|   0.168|
|   60.22|  122.93|     94779| 3.80|289.27545794|+53.36816064|   0.950|
|   -4.15|   21.02|     93713| 5.40|286.22987335|+53.39660317|  -0.014|
|  -76.32|  -14.66|     42372| 5.66|129.59274761|+53.40157520|   0.964|
|   18.54|    2.60|     84950| 5.69|260.43895966|+53.42042212|   1.463|
|  -21.15|  -18.33|     59708| 6.18|183.68095986|+53.43467088|   1.061|
|   22.24|  -88.91|     30247| 5.34|095.44211705|+53.45239515|   0.448|
|   35.88|  -88.79|     21730| 5.36|069.99180673|+53.47323647|   0.331|
|    2.70| -523.61|     26779| 6.21|085.33472092|+53.48233045|   0.840|
|   16.82|   -3.32|      5251| 6.31|016.78933996|+53.49819318|   1.499|
|    0.50|   -4.19|     14328| 2.91|046.19912598|+53.50645031|   0.716|
|   57.18|  -31.68|     12686| 5.85|040.74778071|+53.52618220|   1.125|
|    8.31|   12.62|    100651| 6.49|306.13481758|+53.55190298|  -0.025|
|   22.52|   -3.70|    104516| 5.75|317.56480272|+53.56310952|  -0.111|
|  -64.92| -107.12|     40878| 6.50|125.12149726|+53.57435244|   0.300|
|    2.17|   -2.02|    100295| 6.23|305.12766031|+53.59568983|   1.547|
|  -16.99|   -1.68|     19949| 5.20|064.17960437|+53.61180318|   0.052|
|  -90.15|  -79.36|     52136| 5.55|159.77393431|+53.66849306|   1.270|
|  107.76|   11.16|     58001| 2.41|178.45725536|+53.69473296|   0.044|
|  -28.60|   -6.22|     67848| 5.70|208.46267613|+53.72869210|  -0.032|
|  -24.17|    7.53|     23040| 4.43|074.32175175|+53.75208289|  -0.017|
|  -88.11|   49.87|     50606| 6.45|155.06199812|+53.77926966|   0.580|
|   13.32|  -16.35|     86782| 5.75|265.99651272|+53.80175482|   0.017|
|   26.33|  -45.12|     10115| 6.31|032.53218824|+53.84320117|   0.948|
|    6.41|  -18.33|    111925| 5.94|340.07667029|+53.84597214|   0.946|
|  -16.19|   -4.63|      7786| 6.35|025.05465447|+53.86828894|   1.608|
|    5.71|  -12.30|     91843| 6.18|280.87086600|+53.87179692|   0.094|
|  -22.58|   -3.84|     49363| 5.71|151.15143814|+53.89172560|   0.507|
|   17.77|   -9.15|      2920| 3.69|009.24277921|+53.89693161|  -0.196|
|   -2.95|   -8.36|    112098| 6.14|340.58671582|+53.90876835|   1.634|
|   -3.19|   -5.99|     21148| 5.78|068.00767912|+53.91084467|   0.119|
|  -17.96|    2.08|     76311| 5.97|233.81757086|+53.92213860|   1.184|
|   37.79|   39.45|    105064| 6.12|319.25839686|+53.99759750|   0.049|
|   55.34|  -90.98|     19172| 6.31|061.65242780|+54.00888446|   0.983|
|   17.91|  -13.68|     75587| 6.44|231.63405177|+54.02032734|   0.079|
|   49.14|   59.79|     45493| 4.80|139.04699516|+54.02171207|   0.199|
|   17.54|  -19.04|     71573| 5.83|219.56335468|+54.02338576|   0.007|
|   30.33|   14.52|    111247| 6.41|338.07786312|+54.03699711|   1.043|
|   -4.90|   -0.74|    106771| 6.16|324.41172383|+54.04219399|   0.991|
|   -4.21|   19.18|     48402| 4.55|148.02650069|+54.06428574|   0.038|
|  -78.10|    2.54|     63143| 5.84|194.07350869|+54.09948306|   0.204|
|  -40.30|   53.28|     38325| 6.03|117.77396083|+54.12911093|   0.496|
|  -21.30|  -29.62|     40677| 6.26|124.56587279|+54.14376822|   1.558|
|   22.98|   -1.52|      2854| 5.08|009.03453140|+54.16845384|  -0.098|
|  -34.89|   -6.03|     50635| 6.01|155.12993389|+54.21685357|   1.128|
|   -1.38|    4.12|     44504| 5.74|136.00167862|+54.28387681|   0.034|
|   86.31| -134.05|     28358| 3.72|089.88145972|+54.28498197|   1.010|
|  108.16|  246.87|     89047| 5.97|272.63138418|+54.28595220|   0.943|
|  -31.87|  -33.61|     47664| 6.50|145.77915610|+54.36378463|   0.121|
|   16.51|  -28.46|     94974| 6.23|289.90175662|+54.37605672|   0.030|
|   13.25|   -2.09|    112641| 6.14|342.19951651|+54.41489706|  -0.083|
|   -7.14|  -10.59|     26344| 5.74|084.14677009|+54.42868426|   1.671|
|  -19.19|   -4.51|     67231| 5.68|206.64864720|+54.43269033|  -0.039|
|  -66.00|   73.86|     83608| 4.91|256.33409280|+54.46986308|   0.471|
|   33.79|   -3.40|      9505| 4.99|030.57530917|+54.48754946|  -0.071|
|  -35.17|  -20.49|     76509| 5.85|234.38351097|+54.50878294|   1.098|
|   40.78|  -14.81|      2505| 4.74|007.94299136|+54.52232473|  -0.098|
|   47.34|  -93.70|     40086| 6.48|122.82513547|+54.54046580|   0.940|
|   -1.24|  -42.07|     28390| 6.14|089.94978850|+54.54711179|   1.197|
|   47.07|   12.81|     73909| 5.24|226.56945460|+54.55628697|   0.958|
|  -66.85|   -9.83|     53261| 5.12|163.39382839|+54.58515228|   1.355|
|  -38.19|   -0.57|     76376| 5.77|233.98782390|+54.63056806|   0.051|
|  -19.14|  -11.37|     66738| 4.63|205.18455213|+54.68166149|   1.630|
| -150.18|  106.47|     78180| 4.96|239.44830388|+54.74950359|   0.269|
|   10.66|   18.02|     56510| 5.63|173.77040437|+54.78537508|   1.032|
|   71.89|  -93.20|     19400| 6.25|062.34233945|+54.82908817|   0.448|
|  -18.71|   -8.56|     69958| 6.47|214.73303042|+54.86377384|   0.183|
|    8.02|    2.96|    107041| 6.16|325.18041373|+54.87214237|   1.116|
|   70.08|  -39.36|      2611| 5.93|008.29301467|+54.89508062|   1.037|
|    9.77|   -1.94|     91985| 6.26|281.23079242|+54.89718881|   0.839|
| 3421.44|-1599.27|      5336| 5.17|017.05383776|+54.92422766|   0.704|
|  121.23|  -22.01|     65378| 2.23|200.98091604|+54.92541525|   0.057|
|   35.41|  163.89|     96620| 5.89|294.67144862|+54.97339500|   0.482|
|  -41.31|   -1.63|     16599| 5.98|053.41292455|+54.97486087|   0.114|
|  120.35|  -16.94|     65477| 3.99|201.30589832|+54.98799884|   0.169|
|   34.78|  -21.32|     12692| 5.76|040.76167775|+55.10607111|  -0.110|
|   12.53|   -8.25|      8704| 5.53|027.99711412|+55.14740479|  -0.175|
|  226.62|  -19.34|      5542| 4.34|017.77471116|+55.14994765|   0.170|
|  -19.67|    7.28|     57045| 6.28|175.43132179|+55.17199339|   1.491|
|  143.71|   62.46|     85829| 4.86|263.06616249|+55.17280674|   0.279|
|  148.53|   54.24|     85819| 4.89|263.04340826|+55.18411077|   0.251|
|   -7.74|   36.28|     75788| 6.45|232.23679161|+55.19484910|   0.079|
|   11.87|   20.67|     80375| 5.75|246.10552808|+55.20504560|   0.001|
|  -21.76|  -42.20|     38449| 6.36|118.15188452|+55.20954589|  -0.003|
|  -28.35|   -5.34|      3544| 5.41|011.32168124|+55.22140870|   0.022|
|  -16.14|   -8.60|     22854| 5.52|073.76309080|+55.25912955|   0.015|
|  -11.23|  -32.04|     35785| 5.80|110.71692703|+55.28146955|  -0.078|
|   -2.78|  -88.40|     28385| 6.42|089.94095455|+55.32107237|   0.318|
|  -18.71|   -6.64|     66198| 5.60|203.53052101|+55.34844976|  -0.014|
|    2.69|    5.21|     31359| 6.45|098.63665152|+55.35302921|   1.554|
|   -2.13|   -2.75|     11174| 6.29|035.96561124|+55.36486781|   0.845|
|   12.64|    4.82|     77370| 5.85|236.90797351|+55.37661523|   0.249|
|   -7.58|  -31.19|    100097| 5.76|304.60315860|+55.39717050|   0.118|
|    5.68|  -14.75|     71111| 5.74|218.12887396|+55.39804570|   1.529|
|   15.68|   14.14|    106052| 6.14|322.21967477|+55.41866782|   0.100|
|  -45.38|  -11.77|     16292| 5.09|052.50095974|+55.45183695|   0.022|
|   12.97|  -38.29|     96919| 6.42|295.51722804|+55.46331472|   1.453|
| -120.14|   77.50|     77272| 5.94|236.64534336|+55.47460243|   1.404|
|   -2.65|   23.36|     91755| 5.03|280.65815094|+55.53940044|  -0.070|
|   47.46|  -12.98|      8847| 6.44|028.45193321|+55.59767097|   0.185|
|   79.29|  -96.37|     22300| 6.32|072.02893035|+55.60284572|   0.320|
|   13.44|  -31.92|     57477| 5.27|176.73170252|+55.62826771|   1.276|
|  -11.73|   -7.36|     93340| 5.51|285.18111302|+55.65831944|   0.862|
|   55.80|   80.28|     81840| 6.18|250.74334035|+55.68992369|   0.088|
|   57.71| -104.75|     32609| 5.54|102.05096806|+55.70444959|        |
|  -20.44|  -12.22|    118077| 5.57|359.28539105|+55.70573518|   0.478|
|   -3.65|   17.20|     27949| 4.96|088.71160776|+55.70690490|   0.052|
|  -20.94|  -11.43|     60795| 5.68|186.89635756|+55.71275225|   1.582|
|   -2.67|  -18.19|     96003| 6.37|292.80649013|+55.73188011|   1.123|
| -132.20|  -42.17|     46566| 6.50|142.44945400|+55.74533554|   0.394|
|    9.26|   -5.09|    118243| 4.88|359.75220729|+55.75494069|  -0.071|
|  -10.87|  -39.00|     37046| 5.93|114.19602820|+55.75515475|   1.123|
|   18.90|   -0.53|    107930| 5.70|328.00426049|+55.79674452|  -0.081|
|   16.78|   13.32|    105080| 6.00|319.30929003|+55.79796866|   1.447|
|   28.88|   -2.64|    117133| 6.46|356.20152941|+55.79969308|   0.992|
|  -23.82|   54.06|     77738| 5.81|238.06909055|+55.82658167|   0.972|
|  -32.69|   23.18|     79164| 6.43|242.35836422|+55.82891851|   1.076|
|    0.36|   -1.19|     11060| 5.16|035.58930899|+55.84565637|   0.369|
|  -71.92|   48.81|     55797| 5.73|171.48826775|+55.85034058|   0.988|
|  -30.50|  -34.63|     47521| 6.50|145.31984556|+55.86657520|   1.150|
|  104.91| -358.91|     67103| 6.47|206.30459790|+55.88022143|   0.486|
|   16.64|  -13.76|     13268| 3.77|042.67413655|+55.89552955|   1.690|
|   83.41|   38.00|    112731| 5.43|342.44261913|+55.90268437|   1.167|
|   27.11|  -36.61|     17707| 6.09|056.88383173|+55.92204893|  -0.020|
|  111.74|   -8.99|     62956| 1.76|193.50680410|+55.95984301|  -0.022|
|   -2.91|   -2.42|    110504| 6.44|335.77924734|+55.96323584|   2.215|
|   35.70|  124.46|     87744| 6.09|268.84840678|+55.97109132|   0.316|
| -177.02|  -33.45|     51459| 4.82|157.65735143|+55.98061759|   0.541|
|   -5.51|  -40.81|    101900| 6.45|309.75078432|+56.00494916|   0.403|
|    6.08|   62.10|     81437| 5.28|249.50191391|+56.01538883|   1.055|
|  -10.73|  -18.39|     99294| 6.49|302.34320542|+56.02687302|   0.938|
|    4.57|    4.63|    101084| 5.89|307.36294172|+56.06817898|  -0.052|
|   17.36|  -24.31|     14392| 6.10|046.41728851|+56.06902466|   1.049|
|   14.11|   -0.72|    111543| 6.37|338.96657940|+56.07057602|   0.107|
|   20.18|  -58.91|     27249| 5.93|086.62653944|+56.11571824|   0.164|
|  -25.21|   21.57|     30651| 5.53|096.60776525|+56.28504370|   0.238|
|   -0.37|   80.22|     98946| 6.19|301.33959613|+56.34122669|   0.437|
|   16.36|    2.56|    109124| 6.38|331.55645490|+56.34338987|  -0.091|
|  108.36|    2.67|     63503| 4.93|195.18160731|+56.36633134|   0.368|
|   81.66|   33.74|     53910| 2.34|165.45996150|+56.38234478|   0.033|
|  -21.44|  -29.59|     40305| 5.88|123.45916037|+56.45231827|   1.016|
|    9.84|   -1.60|    102358| 5.91|311.09183699|+56.48840856|   1.643|
|  -14.56|    7.06|     20380| 5.91|065.46592207|+56.50630039|   0.112|
|   50.36|  -32.17|      3179| 2.24|010.12661349|+56.53740928|   1.170|
|   60.85|   82.26|     99655| 4.28|303.34917142|+56.56752223|   0.114|
|   16.09|   28.70|     26942| 6.05|085.75690634|+56.58145257|   0.951|
|  -69.47|    5.46|     53043| 5.66|162.79617975|+56.58223677|   1.132|
|    7.70|   -1.22|     58181| 5.83|178.99336544|+56.59856271|   1.101|
|   -0.39|   -0.65|     11279| 6.25|036.31678817|+56.60982421|   0.249|
|   -3.72|   -2.20|    108165| 5.74|328.72149220|+56.61123260|   0.655|
|   78.48|   41.08|    111362| 5.72|338.41902799|+56.62463722|   0.966|
|   10.00|    8.35|    100808| 6.38|306.59776500|+56.63867785|   0.018|
|    9.75|    1.14|    103810| 5.83|315.53748512|+56.66961137|  -0.058|
|   29.32|   17.06|     98111| 6.16|299.07925317|+56.68697532|   0.090|
|  -52.85|   36.63|     83138| 6.04|254.83987304|+56.68850477|   1.165|
|  -10.55|  -11.91|     45915| 5.79|140.43041783|+56.69924850|   1.511|
|  -13.49|   70.34|     14382| 4.77|046.38510717|+56.70554810|   1.018|
|  -89.53|  -33.79|     56083| 6.29|172.43191375|+56.73765523|   0.157|
|  -24.81|  -29.15|     45455| 5.28|138.95753521|+56.74147744|   1.568|
|   53.02| -146.40|     22287| 5.29|072.00090298|+56.75753919|   0.246|
|  -14.25|  -12.46|     60584| 5.82|186.26343152|+56.77785826|   1.622|
|  -14.82|   -6.50|    101285| 6.14|307.94383104|+56.77987434|   1.431|
|   26.31|   69.96|     82020| 4.84|251.32412380|+56.78168723|   0.375|
|   52.42|  -32.28|    111795| 5.11|339.65778029|+56.79571012|   1.537|
|  -31.49|  -28.04|     49005| 5.50|149.96549960|+56.81187557|   1.487|
|  236.75|  129.67|    109572| 5.24|332.95214631|+56.83904211|   0.534|
|   -9.26|    9.79|     31665| 5.87|099.40999549|+56.85750718|   0.006|
|   48.09|   48.00|     94302| 5.13|287.91883762|+56.85909594|   1.008|
|   93.65|   78.44|     87585| 3.73|268.38178961|+56.87245216|   1.177|
|    4.68|    4.94|    103346| 6.23|314.07085481|+56.88750678|  -0.172|
|   26.90|  -34.89|     16974| 6.29|054.58210319|+56.93279793|  -0.099|
|   93.95| -108.56|      5240| 6.41|016.75030618|+56.93523628|   1.188|
|   -2.94|   -3.09|    113561| 5.10|345.02126622|+56.94538131|   1.011|
|   -0.62|  -72.68|     30357| 6.47|095.77654113|+56.97652534|   1.075|
|    9.31|  -45.55|     28656| 6.50|090.76794164|+57.01842488|   0.953|
|  103.56|    7.81|     59774| 3.32|183.85603795|+57.03259792|   0.077|
|    3.44|   23.61|     97070| 6.28|295.91455272|+57.04265606|   0.887|
|  476.45|   50.00|    109857| 4.18|333.75699582|+57.04346522|   0.278|
|    0.32|   -7.09|     90905| 4.77|278.14384287|+57.04561627|   0.611|
|    9.92|  -14.97|     59458| 6.34|182.93706229|+57.05444463|   1.505|
|   -0.90|   -0.77|     10633| 6.48|034.21548842|+57.05524766|   0.281|
|  217.21| -232.47|     71251| 6.46|218.56542001|+57.06582344|   0.526|
|  -58.31|    5.81|     55485| 6.43|170.45563074|+57.07484314|   0.161|
|   65.65|   37.11|     51814| 5.16|158.79009325|+57.08254651|   0.349|
|  -24.11|   -4.35|     37406| 6.09|115.20649105|+57.08287527|   1.440|
|   -0.78|   -1.53|     13178| 6.25|042.37807146|+57.08432152|   0.786|
|   18.08|    1.84|      8148| 6.25|026.19229561|+57.08922153|   0.062|
|   -4.42|   -7.10|    113684| 6.24|345.37799709|+57.10547492|   1.499|
|   -2.34|   -3.38|    102258| 6.34|310.80702339|+57.11400468|   0.282|
|   28.30|  -24.42|     17858| 6.46|057.33218998|+57.11832721|   0.061|
|    0.12|   33.12|     47965| 5.09|146.63193397|+57.12798971|   1.594|
|   -1.95|   -2.00|     15192| 5.79|048.94988581|+57.14062522|   0.644|
| 2074.37|  294.97|    114622| 5.57|348.31143134|+57.16763844|   1.000|
|   13.90|  -38.79|     32489| 5.34|101.70622699|+57.16927050|   0.964|
|   17.38|  -51.66|     52478| 5.79|160.93048735|+57.19932851|  -0.038|
|  -50.00|   26.54|     66700| 6.28|205.08932457|+57.20754182|   0.111|
|   47.37|    5.36|    109972| 5.88|334.11046921|+57.22022542|   0.950|
|  112.04| -224.63|     25973| 6.44|083.14033281|+57.22161686|   0.587|
|   -1.20|   -1.83|     11020| 6.40|035.48098509|+57.24292010|   0.569|
|    6.78|   -5.01|    116912| 6.24|355.47731287|+57.25996583|   1.025|
|  -38.28|  -59.08|     39348| 6.48|120.64926248|+57.27377091|   0.649|
|   17.49|    4.81|    110497| 6.18|335.75070386|+57.28460062|  -0.112|
|  -53.18|  -57.57|     52685| 6.34|161.59390791|+57.36605450|   1.568|
|   -3.13|   -0.44|    117957| 6.03|358.89101310|+57.41216874|   0.155|
|   35.74|  -63.78|     48802| 5.97|149.30654965|+57.41835080|   0.895|
|    4.13|   -7.45|    117299| 5.55|356.75797734|+57.45137702|   1.630|
|   -3.09|   -0.49|     19823| 6.06|063.75749346|+57.46036262|   0.600|
|   21.46|  -15.60|     92731| 6.24|283.44286073|+57.48659538|   1.243|
|   -1.71|   -5.04|    106886| 5.74|324.74008434|+57.48904968|   0.200|
|   -4.54|   -3.45|    117863| 4.51|358.59598888|+57.49939052|   1.190|
|  -13.48|   -1.81|     10729| 5.99|034.51916463|+57.51632574|   1.039|
|    5.96|    7.64|     97870| 5.14|298.32237872|+57.52346329|  -0.125|
|   46.70|  -18.39|      8115| 6.18|026.07464115|+57.53666151|   0.131|
|   14.94|  -55.97|     25197| 5.24|080.86594376|+57.54453138|  -0.011|
|    6.64|    5.08|     85923| 6.15|263.38167294|+57.55870857|   0.602|
|   13.15|   15.61|     33444| 6.03|104.30468454|+57.56324900|   1.495|
|  -62.95| -235.56|    102431| 4.52|311.33831928|+57.58029799|   0.535|
|    7.47|  -16.75|     20772| 6.28|066.75360139|+57.58533041|   0.063|
|   28.34|    4.94|     95038| 5.91|290.06668355|+57.64511743|   1.626|
|   -0.72|   -1.79|     10227| 6.38|032.87164306|+57.64554793|   0.298|
|  -17.10|  -63.15|     94490| 5.00|288.47985288|+57.70525514|   1.156|
|   57.08|   13.92|     40875| 5.89|125.10832165|+57.74324466|   0.421|
|   -7.68|   -1.21|      6093| 6.39|019.55788373|+57.80316871|   1.589|
|  -26.37|  -59.39|     92997| 5.67|284.18783092|+57.81499531|   1.155|
| 1087.11| -559.65|      3821| 3.46|012.27125262|+57.81654770|   0.587|
|   24.16|  -50.06|     19983| 5.72|064.28363443|+57.86047655|   1.108|
|   47.75|  -70.53|     60212| 5.54|185.21179250|+57.86428953|   1.452|
|    7.00|   36.75|     16602| 6.37|053.42180546|+57.86863580|   0.523|
|   12.32|  -13.83|     85692| 6.22|262.68150060|+57.87685725|   1.397|
|   60.79|    5.04|     10718| 5.75|034.49925395|+57.89980835|   1.175|
|   -5.85|    3.87|     76651| 6.45|234.78968608|+57.92441688|   1.102|
|  -23.70|   33.37|     79125| 6.33|242.26215069|+57.93780185|   0.032|
|   -9.39|   12.68|     56944| 6.35|175.11433318|+57.97037360|  -0.092|
|   85.08|  -93.81|     18217| 5.80|058.42996876|+57.97536931|   0.182|
|    2.98|   -5.54|      7617| 5.55|024.53151544|+57.97764488|   1.388|
|   41.83|  -15.91|      4383| 6.20|014.05386154|+57.99659583|   1.376|
|   -3.47|   -1.59|    108772| 5.55|330.51906636|+58.00037041|   0.017|
|  128.30|  -55.56|     97033| 6.29|295.80949004|+58.01675205|   0.590|
|    6.26|  -18.30|     24836| 6.13|079.86604282|+58.11740918|  -0.031|
|  132.26|  -90.68|      6486| 6.36|020.83863463|+58.14321418|   0.457|
|  -62.39| -137.19|    112324| 6.45|341.26541656|+58.14738318|   0.430|
|  -30.02| -338.85|     31039| 5.86|097.69642228|+58.16345682|   0.934|
|   13.35|    4.49|    109492| 3.39|332.71359131|+58.20124992|   1.558|
|   16.42|   45.04|     93068| 6.47|284.36858877|+58.22491647|   0.072|
|   -1.31|   -2.19|      6242| 4.95|020.02049027|+58.23161610|   0.683|
|  -19.45|  -74.21|     39995| 5.91|122.51583214|+58.24842270|   1.365|
|   20.19|  -75.18|     98044| 6.10|298.84184872|+58.25037613|   1.021|
|   17.15|  -12.39|      5361| 5.77|017.13936547|+58.26347937|  -0.019|
|  -32.07|   -2.39|     13347| 6.46|042.94131740|+58.31429743|   0.104|
|    3.78|   -4.66|      7251| 5.69|023.35711597|+58.32734523|   1.435|
|   16.48|    4.70|    110988| 6.31|337.28845910|+58.40408865|  -0.033|
|  -66.78|   88.75|     60978| 5.37|187.48916244|+58.40552660|   0.205|
|   -3.35|   21.17|    110314| 6.46|335.16155598|+58.40985302|   0.990|
|   16.47|    3.55|    110991| 4.07|337.29269975|+58.41518990|   0.778|
|   -5.52|   -1.77|     30679| 5.21|096.70366348|+58.41741346|   1.538|
|    6.58| -123.53|     33449| 4.35|104.31916052|+58.42305973|   0.850|
|   -0.82|   -1.63|      9990| 5.66|032.16908619|+58.42360489|   0.595|
|  247.36|   17.77|       518| 5.98|001.56474395|+58.43668966|   0.687|
|    7.77|    7.61|    112508| 6.33|341.84679175|+58.48301254|   0.017|
|  -21.30|   12.18|     67548| 6.45|207.61569712|+58.53942814|   0.094|
|   18.67|    4.22|    115990| 4.89|352.50799782|+58.54890978|  -0.122|
|   -0.08|   -0.54|     10379| 6.43|033.42338097|+58.56058745|   0.554|
|   48.37|   -8.91|    113852| 6.43|345.83887885|+58.56387586|   0.898|
| -320.07|  334.96|     78527| 4.01|240.47376560|+58.56443739|   0.528|
|   -2.93|   -2.71|    105091| 6.42|319.32830925|+58.61149119|   0.194|
|   -3.55|   -3.28|    105259| 5.51|319.81538311|+58.62350994|   1.114|
|   15.39|   -8.22|      7963| 6.35|025.57369215|+58.62775870|  -0.027|
|   60.70|   56.69|    117301| 4.88|356.76411116|+58.65185164|   1.122|
|   -8.81|   13.74|     85317| 6.49|261.52019525|+58.65186189|   0.139|
|  -36.99|  -52.11|     37609| 4.93|115.75190700|+58.71048707|   0.104|
|   29.43|   -8.47|      3334| 6.18|010.62920567|+58.75343124|  -0.004|
|   13.07|  -45.58|     16587| 6.45|053.38412463|+58.76535110|   0.168|
|   31.19|  -14.92|     60992| 6.07|187.51760070|+58.76780973|   0.988|
|    5.24|   -2.88|    107259| 4.23|325.87689561|+58.78005308|   2.242|
|  -37.64|   62.08|     90156| 4.98|275.97770388|+58.80058520|   0.082|
|  -16.06|  -22.30|    109190| 6.34|331.79021802|+58.84077239|   0.877|
|   -9.00|  -20.86|     98073| 4.98|298.98078459|+58.84601982|   1.584|
|   -1.94|   -1.14|     16281| 4.55|052.47810837|+58.87875244|   0.489|
|  -31.85|   26.62|     78017| 6.31|238.95690735|+58.91170971|  -0.028|
|   17.61|   18.77|     29246| 5.35|092.49581101|+58.93564864|   1.096|
|   33.26|   -8.39|    117472| 6.36|357.29952997|+58.96322242|   0.408|
|   -1.53|  -20.97|     27731| 6.14|088.07189908|+58.96413909|  -0.036|
|   -8.27|   17.30|     75458| 3.29|231.23243370|+58.96602354|   1.166|
|   -6.16|   -7.67|     23734| 5.22|076.53524887|+58.97239085|  -0.080|
|  -32.24|  -40.69|      4292| 4.83|013.75080422|+58.97279657|   1.216|
|   -3.51|   24.43|     30060| 4.44|094.90579498|+59.01090518|   0.032|
|   -1.83|  -26.15|     23743| 6.08|076.55058067|+59.02140336|   1.112|
| -294.45| -151.75|     48319| 3.78|147.74871542|+59.03910437|   0.291|
|   25.30|   32.64|     39221| 5.78|120.33644785|+59.04731836|   0.421|
|   15.50|   -1.18|     43624| 6.35|133.27470567|+59.05614282|   0.414|
|  130.07|   79.62|    109585| 6.29|332.98642744|+59.08438564|   1.123|
|  523.39| -180.42|       746| 2.28|002.29204036|+59.15021814|   0.380|
|   -1.79|   -0.38|     19018| 5.00|061.11318196|+59.15550819|   0.495|
|  -92.56|  -45.33|      4422| 4.62|014.16671042|+59.18116582|   0.957|
|  -43.06|  -23.18|      7294| 4.68|023.48302496|+59.23209665|   0.991|
|   -4.33|    1.44|    107197| 6.10|325.68905006|+59.27084085|   1.349|
| -120.89|  136.99|     72664| 5.48|222.86072795|+59.29365246|   1.369|
|  -29.73|  -51.20|     53064| 5.57|162.84899001|+59.32024369|   1.160|
|    0.14|    1.17|    114365| 5.68|347.43391042|+59.33268922|   0.315|
| -123.18|  -20.76|     69107| 6.47|212.19244711|+59.33769923|   1.023|
|  -15.25|  -14.32|     44717| 6.44|136.67982863|+59.34455497|   0.045|
|   14.07|  -50.27|     16303| 6.14|052.54554846|+59.36606884|   0.095|
