|pm_ra   |pm_dec  |hip_number|vmag |ra_deg      |dec_deg     |bv_color|
|   -5.55|    0.60|     30272| 6.05|095.51482583|+59.37209783|   0.153|
|   77.56|   25.43|     92512| 4.63|282.80002755|+59.38828895|   1.185|
|    2.69|  -49.56|     28829| 6.32|091.28427311|+59.39333079|   1.116|
|   20.13|  -12.80|     24479| 6.15|078.79741331|+59.40571797|   1.179|
|  -18.57|  -30.45|     78632| 6.19|240.78902902|+59.41081205|   1.576|
|   -7.22|  -11.06|    109556| 5.05|332.87743467|+59.41451451|   0.192|
|    6.77|   -1.97|    114104| 4.84|346.65337433|+59.41976474|  -0.060|
|   44.60|   15.35|    103598| 5.54|314.85555250|+59.43855678|   1.411|
|  -18.11|   -8.67|     32438| 4.86|101.55896951|+59.44169108|   0.084|
|  -10.84|  -45.93|     33048| 5.34|103.27109036|+59.44865494|   0.675|
|   45.76|   38.51|     90476| 6.43|276.92538623|+59.54901845|   0.979|
|  -80.60|  -24.07|        43| 6.18|000.12908900|+59.55973786|   1.032|
|   -4.22|    1.85|     40646| 5.63|124.46008016|+59.57112846|   0.182|
|   -5.89|   -0.88|      3649| 6.41|011.67694190|+59.57454122|   1.081|
|    1.95|   -9.68|    100714| 6.44|306.27084638|+59.60012111|   0.094|
|   35.93|  -44.13|     20456| 6.18|065.74128194|+59.61628914|   0.108|
| -101.07| -258.69|     35146| 5.20|108.97924939|+59.63809569|   1.081|
|   42.12|   55.57|     97892| 6.06|298.39741251|+59.70852496|   0.033|
|  -29.47|   -9.75|     63647| 6.50|195.66856739|+59.71632956|   0.055|
|    6.56|   -1.78|    114163| 6.41|346.79352112|+59.72739838|  -0.030|
|  -21.73|  -16.04|    105949| 6.11|321.85542635|+59.75011387|   1.720|
|    6.81|   25.56|     79804| 5.37|244.31391116|+59.75496116|   1.551|
|   22.00|   -2.88|     34250| 6.40|106.50504379|+59.80185721|   1.190|
|    5.85|   -1.49|    113498| 6.46|344.78749556|+59.81465827|   0.012|
|    2.00|  -18.50|     27971| 5.20|088.74093802|+59.88841219|   0.010|
|   -1.72|   15.40|     35735| 6.36|110.57161024|+59.90195861|   0.282|
|   -4.17|   -2.05|     19412| 6.29|062.36490050|+59.90807590|   1.112|
|  -27.41|  -48.11|     42434| 6.47|129.79210153|+59.93924272|   0.035|
|   -0.82|   -1.85|     16228| 4.21|052.26722684|+59.94033461|   0.419|
|  -78.04|   34.47|     65728| 5.40|202.11324210|+59.94570301|  -0.010|
|    0.56|    2.75|     17342| 5.74|055.67805920|+59.96938466|   1.736|
|   16.26|   -3.94|      2377| 5.94|007.58297373|+59.97756400|  -0.003|
|   50.47|   15.16|    117450| 6.33|357.22461721|+59.97893333|  -0.007|
|   14.22|    5.14|     50222| 6.18|153.78187716|+59.98552691|   1.621|
|   -2.90|   -3.58|    104642| 5.64|317.95100195|+59.98661923|   0.110|
|   28.54|  -24.14|     29730| 5.37|093.91878235|+59.99903422|   1.339|
|   12.62|   -3.82|    118116| 6.47|359.38965858|+60.02360903|   0.029|
|  -22.58|   21.52|     16712| 6.43|053.75431434|+60.04137677|   0.433|
|   -8.10|   23.57|     85290| 5.65|261.42234840|+60.04834069|   0.024|
|   12.75|    2.24|    112998| 6.01|343.26570720|+60.10102327|   1.748|
|    6.83|   -1.59|    115395| 5.56|350.63551965|+60.13348919|   1.679|
|    3.94|    5.29|     96164| 6.30|293.29193749|+60.15867782|   1.580|
|  -13.04|   11.94|     73507| 5.91|225.36295558|+60.20442421|   0.107|
|  -11.78|  -32.35|     47231| 6.41|144.40634808|+60.21376054|   0.921|
|  -48.41|   19.68|     71040| 6.26|217.92861754|+60.22558784|   0.243|
|  297.24|  -49.49|      6686| 2.66|021.45251267|+60.23540347|   0.160|
|   23.10|  -22.31|     16177| 6.49|052.09818390|+60.25572630|   0.014|
|  107.79|  -30.60|     62512| 5.83|192.16390269|+60.31989667|   0.467|
|  -33.56|  -22.24|     39261| 6.02|120.42705665|+60.32440752|   0.158|
|    3.05|   -1.10|      2876| 5.78|009.11392475|+60.32621728|   0.294|
|   27.37|   -4.77|      4440| 5.56|014.19558745|+60.36284769|  -0.054|
|  -16.12|    7.62|     40474| 6.43|123.96049771|+60.38058320|   0.210|
|   -6.36|    4.43|     89104| 6.50|272.77984068|+60.40952138|  -0.002|
|   -6.11|  -14.78|     23522| 4.03|075.85457200|+60.44228144|   0.921|
|  -21.68|  -16.27|     29348| 6.48|092.80680923|+60.45352679|   1.698|
|   -1.68|   -3.31|    106227| 5.53|322.74705697|+60.45944015|   0.102|
|   13.73|  185.72|    102011| 6.02|310.07448978|+60.50481311|   0.443|
|    3.27|   -6.93|     96771| 6.49|295.05496723|+60.50713097|   0.212|
|   13.57|  -15.78|      8046| 5.78|025.83223958|+60.55137091|  -0.010|
|   -3.84|  -18.90|    102216| 6.17|310.66538279|+60.60136196|   0.034|
|    9.13|   -2.12|     41060| 6.42|125.68357766|+60.63124111|   0.969|
|   39.03|   55.82|     99663| 5.81|303.36487180|+60.64043320|   1.476|
|  -45.35|   39.36|     83289| 6.16|255.32074149|+60.64865840|   1.006|
|  -16.90|   -3.14|     75696| 5.90|231.96434672|+60.67022438|   1.441|
|  -40.83|   14.43|     84496| 6.32|259.12270011|+60.67057950|   1.090|
|   -9.68|   -1.84|    107586| 5.53|326.85544759|+60.69269363|   1.575|
|   25.65|   -3.82|      4427| 2.15|014.17708808|+60.71674966|  -0.046|
| -134.31| -107.73|     41704| 3.35|127.56679232|+60.71843110|   0.856|
|   56.70| -113.66|     20376| 5.40|065.44826292|+60.73590167|   1.497|
|  -43.02|  -19.80|    105370| 6.11|320.13957891|+60.75645363|   1.005|
|    1.15|    9.53|    109592| 5.37|333.00839287|+60.75907189|   1.184|
|   20.65|   -9.79|     80991| 5.92|248.10689767|+60.82334694|   0.039|
|  -20.94|  -10.28|      1269| 6.43|003.97863172|+61.00019736|   0.838|
|    0.12|   19.41|     91915| 6.02|281.07610546|+61.04809633|   0.967|
|   -1.54|   -2.96|      4962| 5.92|015.90419820|+61.07482982|   0.512|
|   16.40| -179.31|     23380| 6.03|075.40009862|+61.07843227|   0.448|
|  -14.21|  -95.13|     56290| 5.46|173.08648748|+61.08275166|   0.515|
|   -3.40|  -14.06|     18488| 4.99|059.28455287|+61.10891703|   1.435|
|    7.79|   -3.24|     48638| 6.29|148.76395029|+61.11613097|   1.036|
|   -3.08|   -1.86|    107418| 4.25|326.36220534|+61.12081043|   0.474|
|  -68.45|  169.72|      4151| 4.80|013.26783051|+61.12355735|   0.540|
|  -51.36|   19.85|     62046| 6.39|190.76746044|+61.15537241|   1.268|
|   41.94|  -75.92|     23766| 6.00|076.62356728|+61.16994070|   1.380|
|   -7.70|   -3.23|    105193| 6.43|319.63514400|+61.18440127|   1.543|
|   -2.80|   -1.34|       124| 5.58|000.40424537|+61.22280406|   0.407|
|   75.99|  -29.54|     71876| 6.24|220.51315491|+61.26198751|   0.409|
|    0.17|  -23.07|    107723| 6.18|327.32921360|+61.27281592|   1.685|
|   14.29|    2.24|       418| 5.80|001.27555231|+61.31396468|  -0.067|
|    2.42|   -9.32|      8020| 6.33|025.74298829|+61.42109575|   0.013|
|   60.00|  -15.52|      4475| 6.44|014.33138601|+61.42193312|   0.940|
|   -8.67|  -31.84|     45333| 5.18|138.58562984|+61.42339501|   0.605|
|  -11.08|    1.07|     27046| 6.17|086.03525136|+61.47653312|   0.902|
| -208.21| -274.56|     31676| 5.94|099.42350092|+61.48190031|   0.899|
|   62.67|  -95.69|     67485| 5.97|207.43928514|+61.48954562|   0.974|
|  -32.32|  216.48|     68184| 6.49|209.38373744|+61.49233530|   1.040|
|  -16.98|   56.68|     80331| 2.73|245.99794523|+61.51407536|   0.910|
|   -9.61|   -2.37|     29919| 5.01|094.47846658|+61.51529221|   1.843|
|  145.07|   30.84|     13665| 5.59|043.98642959|+61.52106281|   0.445|
|   -6.00|   -3.46|      1354| 5.74|004.23771177|+61.53319397|   0.898|
|   -2.48|   -3.04|    108209| 6.17|328.83582745|+61.54181712|   1.599|
|  -30.51|  -43.40|     58259| 6.22|179.22197144|+61.54931890|   0.955|
|  -79.86|  -24.77|      5021| 5.83|016.08145357|+61.58024409|   0.569|
|   39.50|  -13.32|    116962| 6.40|355.63086174|+61.67939575|   1.250|
|  -29.54|   33.99|     80309| 5.67|245.94662440|+61.69637867|   0.956|
|   97.14|   41.95|    112864| 5.61|342.84378464|+61.69663851|   0.775|
|   12.93|  -11.41|      9220| 6.02|029.63840779|+61.69781632|  -0.042|
|   29.16|   -6.35|      5688| 6.40|018.29090532|+61.70620371|   0.018|
| -136.46|  -35.25|     54061| 1.81|165.93265365|+61.75111888|   1.061|
| -113.93|  239.58|     56035| 5.83|172.26959813|+61.77778557|   0.382|
|   -2.03|   -1.87|      3988| 6.04|012.81827283|+61.80549823|   1.880|
|   13.67|   -2.45|      1960| 5.38|006.19786908|+61.83106347|   0.008|
|   86.08|  817.89|    102422| 3.41|311.32195263|+61.83679404|   0.912|
|  -12.19|    1.82|     24313| 6.17|078.26179051|+61.85003527|   0.032|
|    6.07|  -21.36|     19968| 5.69|064.22311681|+61.85004125|  -0.116|
|  277.38| -525.62|     86036| 5.23|263.74687828|+61.87583150|   0.602|
|   -9.98|   22.30|     43644| 5.72|133.34404121|+61.96221364|   0.305|
|    6.97|   -4.77|    115218| 6.39|350.05987570|+61.97014046|   1.678|
|  123.82|   70.60|     98962| 5.40|301.38635475|+61.99524822|   1.191|
|   17.06|  -43.36|     63952| 6.15|196.59525880|+62.04197396|   0.997|
|    9.30|  -38.47|     75256| 5.99|230.65519206|+62.04716944|  -0.033|
|  137.31|   80.09|     99500| 5.70|302.89476753|+62.07834754|   0.530|
|   -1.90|   -2.84|    106801| 4.76|324.48011167|+62.08194667|   0.246|
|  -28.42|   -8.88|     75822| 6.32|232.33804150|+62.09955096|   1.369|
|   -1.38|   -1.02|    115245| 6.41|350.14390747|+62.21326651|   1.605|
|   -2.80|   -1.45|    117447| 5.43|357.20906201|+62.21451996|   0.670|
|   16.74|   24.16|    100221| 5.71|304.90290698|+62.25741351|  -0.043|
|   -1.76|   -3.01|    109017| 5.07|331.28663039|+62.27982101|   0.240|
|   12.24|  -13.25|    115590| 4.96|351.20936267|+62.28283877|   1.676|
|   -0.99|   -0.37|       330| 5.90|001.05693212|+62.28766460|   0.274|
|   -1.98|   -0.22|     14626| 6.47|047.22576189|+62.38459628|   0.231|
|    5.86|  -40.72|     93053| 6.50|284.32223249|+62.39687223|   0.927|
|   19.59|   11.99|    110498| 6.04|335.75207260|+62.41932818|   0.035|
|   -2.98|   -2.80|    107374| 5.94|326.22201408|+62.46057429|   0.312|
|  -20.48|    8.41|     40772| 5.73|124.82159867|+62.50713912|   0.891|
|   -8.40|   52.56|     91315| 5.74|279.38963009|+62.52646287|  -0.045|
|   31.86|   37.80|     95576| 6.38|291.61023591|+62.55705286|   1.413|
|  149.91|   48.27|    105199| 2.45|319.64408982|+62.58545529|   0.257|
|   40.00|  -56.54|     77277| 5.19|236.66647764|+62.59969448|   0.062|
|   -3.00|   -2.34|     24914| 5.64|080.09422730|+62.65371666|   1.728|
|  -37.36|    0.83|     24348| 6.49|078.38038055|+62.69112962|   0.204|
|   12.03|   14.14|    108505| 5.96|329.72294977|+62.69795151|   1.640|
|  -30.71|  -17.68|     61936| 6.02|190.39145671|+62.71308183|   0.051|
|    9.36|   53.87|     91606| 6.10|280.23499041|+62.74933514|   0.978|
|   20.02|    6.54|     62402| 5.88|191.82885595|+62.78113875|   0.215|
|   14.19|   58.43|    109005| 5.27|331.25199883|+62.78552941|   1.413|
|   42.73|    9.80|    110103| 5.75|334.55247853|+62.80436392|   1.256|
|  -18.84|   -2.37|     27472| 6.18|087.26948786|+62.80819575|   0.128|
|  -36.98|  -61.01|     37934| 6.50|116.61442348|+62.83067078|   0.262|
|   15.91|   48.03|     84183| 5.54|258.13566410|+62.87422062|   0.216|
|    3.99|   -2.10|      2599| 4.17|008.24994391|+62.93178781|   0.130|
|  -48.82|  -71.60|     58989| 6.14|181.41567863|+62.93329421|   1.178|
|   13.87|  -49.67|    112635| 6.07|342.18433198|+62.93853133|   1.194|
|   45.00|  -13.31|    101093| 4.21|307.39511383|+62.99413722|   0.199|
|  107.55|   26.86|     46733| 3.65|142.88154025|+63.06179545|   0.360|
|   -5.92|   -4.77|     25769| 5.43|082.54254026|+63.06723206|   1.704|
|    7.58|    6.01|     18505| 4.95|059.35598140|+63.07224944|  -0.074|
|    4.25|  -88.13|     81358| 6.17|249.22911407|+63.07303811|   1.527|
|  -12.01|  -13.79|     39340| 6.09|120.62842941|+63.09034005|   0.580|
|   36.70|   58.29|    108924| 5.26|330.97054172|+63.11977885|   1.557|
|   -8.37|   -7.93|    109746| 6.13|333.45714350|+63.16235674|  -0.089|
| -177.43|    9.85|     70952| 6.10|217.69291510|+63.18576376|   0.428|
|   -9.43|   -3.52|       695| 6.41|002.13694986|+63.20404897|   0.998|
|  -16.97|   19.34|     17296| 5.06|055.53894572|+63.21675891|   1.651|
| -392.63|  220.51|     65530| 6.50|201.50153032|+63.26073879|   0.739|
|    3.72|  -15.08|    109620| 5.76|333.09352250|+63.29107190|   1.645|
|  -17.80|  -56.65|     17891| 5.82|057.40258833|+63.29710438|   0.189|
|  -15.15|  -92.40|     75260| 5.72|230.66014565|+63.34166375|   1.315|
|   -0.94|   -8.41|     17587| 4.78|056.50971937|+63.34506772|   0.747|
|  -51.01|  -51.42|     53860| 6.38|165.27385829|+63.42123499|   0.169|
|   10.18|   -3.26|     96297| 6.47|293.69306823|+63.43417949|   1.326|
|  -35.53|    8.74|     28951| 6.42|091.66333712|+63.45381713|   1.011|
|   38.15|  -94.28|     22626| 5.47|073.02153945|+63.50564999|   1.559|
|   99.16|  -60.96|     45075| 4.67|137.72887992|+63.51378087|   0.381|
|    0.77|  -27.64|     98308| 6.15|299.61974056|+63.53420204|   0.035|
|   -1.16|  -20.23|    111797| 5.19|339.66272750|+63.58452120|   0.083|
|  -11.23|   19.70|     27346| 6.49|086.88439682|+63.59880015|   1.010|
| -171.55|   25.53|     63584| 6.01|195.44646690|+63.61016308|   0.427|
|   -0.33|   -3.82|    108317| 5.11|329.16310055|+63.62556651|   1.547|
|    6.87|   -2.08|    114212| 6.25|346.94890429|+63.63347090|  -0.025|
|   -3.27|   -1.83|       274| 6.24|000.85715406|+63.64052431|   0.332|
|   31.98|  -18.66|      8886| 3.35|028.59868107|+63.67014686|  -0.150|
|  -15.55|    2.77|     60589| 6.31|186.27659619|+63.80277456|   0.919|
|  -14.40|   11.58|     52929| 6.42|162.37007598|+63.81000057|   1.287|
|  582.05| -246.83|      8362| 5.63|026.93360110|+63.85310111|   0.804|
|    2.98|   37.47|     98872| 6.24|301.18547823|+63.89011646|   0.100|
|  -12.55|  -35.58|     46247| 6.24|141.43411369|+63.94102589|   1.465|
|    6.14|   14.52|    100357| 5.69|305.29798654|+63.98008727|   1.561|
|   -3.97|   -4.81|    102771| 6.45|312.32247907|+64.04226879|   0.025|
|  -13.65|   -3.18|     14502| 5.89|046.82923690|+64.05760178|  -0.020|
|    9.63|  -31.44|    110919| 6.30|337.08115262|+64.08523169|   1.113|
|    1.06|  -66.45|     26408| 6.15|084.31278375|+64.15485121|   0.006|
|    9.70|    0.01|       531| 5.57|001.61052855|+64.19616859|  -0.023|
|   40.94|  -19.30|      5566| 5.56|017.85631897|+64.20272388|  -0.052|
| -111.90|   77.48|     75974| 5.74|232.73297739|+64.20850517|   0.976|
|    8.90|   -4.54|    114227| 6.21|346.98831300|+64.22254354|   1.084|
|   29.39|  -12.85|      3951| 5.35|012.68155194|+64.24758084|   0.528|
|  -50.85|  -50.74|     51448| 6.07|157.61105667|+64.25781273|   0.178|
|  -26.03|   -7.37|     21452| 5.91|069.10096877|+64.26162001|  -0.009|
|  -59.42|   26.44|     42527| 4.59|130.05374429|+64.32787175|   1.179|
|   -4.48|   35.35|     55564| 6.02|170.71354405|+64.33042692|   0.085|
|   -3.83|   -1.01|     13700| 6.17|044.10273130|+64.33244427|   1.994|
|   12.47|    1.05|     56816| 6.49|174.70466971|+64.34696298|   0.154|
|  -56.52|   17.19|     68756| 3.67|211.09760837|+64.37580873|  -0.049|
|   -0.98|   -1.95|      9573| 5.59|030.75078582|+64.39002289|   0.325|
|  351.62|   36.05|     89348| 4.99|273.47232710|+64.39719935|   0.440|
|   17.13| -105.43|    104788| 6.38|318.42691572|+64.40420824|   0.625|
|   -3.24|    0.13|     15890| 5.13|051.16900549|+64.58599618|   2.038|
|   -0.04|  -16.18|     81660| 4.84|250.22966425|+64.58908555|   1.212|
|  -20.32|   34.34|     83359| 6.11|255.56573264|+64.60065516|   0.960|
|  -32.93|  -81.88|     43903| 5.57|134.15619484|+64.60403054|   0.877|
|   35.76|  -15.22|      9312| 5.29|029.90828959|+64.62163894|   0.002|
|  214.46|   89.29|    108917| 4.26|330.94650782|+64.62775425|   0.379|
|   41.93|   11.18|     98658| 6.27|300.58399922|+64.63439179|   0.927|
|   59.68|  -23.53|      6312| 6.33|020.27160602|+64.65818814|   0.113|
|    1.45|   -4.55|     67627| 4.58|207.85807331|+64.72328281|   1.572|
|   -1.36|    0.59|      7593| 6.49|024.44666689|+64.73935565|   0.776|
|   10.01|  -12.45|     98583| 5.22|300.36888221|+64.82100457|   1.598|
|   55.02|  -11.71|     66798| 5.85|205.37423739|+64.82243969|   0.073|
|    5.08|    5.31|    105268| 5.19|319.84255444|+64.87184231|  -0.045|
|   17.13|  -14.26|    117430| 6.41|357.16262779|+64.87648481|   0.062|
|  -48.97|  -14.77|     14791| 6.50|047.75335146|+64.89630197|   0.163|
|  -12.57|  -11.69|      9564| 6.00|030.71872421|+64.90149425|   0.029|
|  -16.75| -182.20|     24017| 6.37|077.43554096|+64.91993345|   0.448|
|  -18.03|   12.06|     63297| 6.44|194.57864526|+64.92550428|   1.150|
|  -54.96|   19.22|     47791| 6.18|146.15260374|+64.98406585|   0.419|
|   23.85|  -12.92|      5589| 5.57|017.92237013|+65.01888517|  -0.072|
|  -27.73|   87.90|     42438| 5.63|129.79892615|+65.02069298|   0.618|
|  -34.43|   32.72|     82898| 6.40|254.10548137|+65.03904488|   0.383|
|  -89.48|   -9.28|     50448| 5.74|154.50896089|+65.10837358|   0.163|
|   -0.74|   -1.93|    110817| 5.52|336.77213047|+65.13227452|   0.302|
|    5.09|    7.39|     52877| 6.40|162.20776058|+65.13247352|  -0.022|
|  238.05|   50.84|     82860| 4.88|254.00566477|+65.13467204|   0.481|
|  -28.52|   -4.70|     20266| 5.26|065.16818726|+65.14045287|   0.820|
|  -47.06|  -42.50|     42080| 5.47|128.65078050|+65.14527349|   0.207|
|  -15.79|  -28.94|     92969| 5.62|284.10725292|+65.25815397|   0.938|
|    5.74|   -1.37|    108226| 5.84|328.87912929|+65.32081194|  -0.037|
|   -4.63|  -30.38|     63076| 5.23|193.86897970|+65.43854743|   0.303|
|   28.15|   18.39|     37949| 5.93|116.66682971|+65.45563092|   1.183|
|   20.28|   83.43|     91196| 6.07|279.05518973|+65.48851424|   0.279|
|   20.25|  -25.47|     19177| 6.14|061.66171942|+65.52085977|   0.145|
|   -2.50|  -13.98|     17884| 4.39|057.38035594|+65.52600645|   1.870|
|  106.52|  -27.07|     90344| 4.82|276.49578299|+65.56354628|   1.179|
|   -8.93|  -20.83|     50933| 4.94|156.03274518|+65.56647366|  -0.052|
|  -58.50|  -28.38|     48266| 6.27|147.59861150|+65.59329556|   0.290|
|    5.21|  -29.16|     51401| 6.32|157.47678657|+65.62630441|   1.141|
|   11.27|  -14.32|     15520| 4.74|049.99690314|+65.65232717|  -0.108|
|  -10.33|    6.88|     15309| 6.41|049.38141844|+65.65835007|   0.079|
|   -0.27|  -21.48|     26882| 5.62|085.61020131|+65.69770140|   1.249|
|   14.09|   41.61|     95081| 4.60|290.16696656|+65.71443030|   0.033|
|  -20.76|   19.15|     83895| 3.17|257.19677111|+65.71463676|  -0.120|
| -162.71|  -75.04|     52353| 5.12|160.48659345|+65.71646212|   1.207|
|    7.23|  -31.75|     29490| 5.36|093.21271986|+65.71849922|   1.344|
|   42.97|   -8.85|     12239| 5.80|039.40002834|+65.74535775|   1.561|
|   -6.43|  -20.83|    107893| 6.37|327.90522385|+65.75276063|   0.281|
|   22.96|   -9.20|     73706| 6.22|225.99055401|+65.91973604|   0.055|
|  -78.26|   32.48|     73199| 4.63|224.39632979|+65.93238126|   1.590|
|    3.95|   28.69|     94140| 6.26|287.44083917|+65.97844349|   0.008|
|   49.05|  -12.13|     28205| 6.24|089.39562095|+66.09612887|   1.369|
|   74.83|  -11.18|      7050| 6.15|022.71671740|+66.09811465|   0.070|
|    3.32|    1.14|       207| 5.87|000.65034249|+66.09896341|   1.073|
|   -9.79|   -8.55|      3299| 5.83|010.51431560|+66.14761311|   1.042|
|    5.84|   -0.32|    108364| 6.41|329.29621747|+66.15615419|  -0.056|
|  -66.10| -124.74|    112724| 3.50|342.42046735|+66.20071089|   1.053|
|   -3.27|  -28.93|     36211| 6.47|111.85767998|+66.33164165|  -0.064|
|    0.49|    7.31|     22783| 4.26|073.51254425|+66.34266029|  -0.008|
|   43.44|  -13.19|      4572| 5.97|014.62916229|+66.35182541|  -0.008|
|   19.38|   -3.87|      2474| 6.18|007.85500767|+66.51962673|  -0.100|
|   -6.91|   -5.56|     10438| 6.05|033.62126544|+66.52444205|   0.641|
| -139.75|  -14.64|     63432| 5.37|194.98031630|+66.59730755|   1.282|
|   25.11|   34.71|    102253| 5.59|310.79576497|+66.65736293|   0.218|
|  -19.69|   -9.45|     26410| 6.26|084.31687949|+66.69671501|   0.231|
|  -19.93|  -35.26|     43266| 6.20|132.20533270|+66.70816839|  -0.106|
|    7.86|   -8.15|       302| 6.31|000.96511407|+66.71220273|   1.629|
|  -44.98|   40.17|     57111| 5.32|175.61844968|+66.74480850|   1.267|
|   -7.59|   24.29|     24955| 6.39|080.16954675|+66.74681944|   0.921|
|   23.84|   -0.28|      2707| 6.47|008.60369264|+66.75035211|  -0.049|
|    7.50|   -2.76|    117265| 5.95|356.65302168|+66.78225128|  -0.049|
|    1.64|   -4.71|     62423| 5.43|191.89308893|+66.79031573|   1.567|
